"","Cong","X","X.1","X.2","State","X.3","Name","Dim1","Dim2","X.4","X.5","X.6","X0.714"
"1",1,4998,1,0,"CONNECT",5000,"JOHNSON",0.9927,-0.1205,-27.58372,82,15,0.808
"2",1,2936,1,0,"CONNECT",5000,"ELLSWORTH",0.5055,0.5816,-20.67634,97,11,0.689
"3",1,507,11,0,"DELAWAR",4000,"BASSETT",0.12,-0.2099,-33.51575,90,19,0.719
"4",1,7762,11,0,"DELAWAR",5000,"READ",0.2427,-0.3056,-31.65141,96,13,0.673
"5",1,3128,44,0,"GEORGIA",4000,"FEW",-0.5423,-0.6117,-33.70258,85,27,0.55
"6",1,3877,44,0,"GEORGIA",4000,"GUNN",-0.0939,-0.8141,-49.57721,83,21,0.574
"7",1,1536,52,0,"MARYLAN",5000,"CARROLL",0.177,-0.5646,-52.65751,95,18,0.634
"8",1,4333,52,0,"MARYLAN",5000,"HENRY",0.1609,-0.6376,-44.1454,97,32,0.8
"9",1,2307,3,0,"MASSACH",5000,"DALTON",0.8246,0.5339,-22.04456,99,17,0.838
"10",1,9028,3,0,"MASSACH",5000,"STRONG",0.6063,0.7952,-14.48276,82,7,0.591
"11",1,5449,4,0,"NEW HAM",5000,"LANGDON",0.372,-0.3618,-43.71981,83,25,0.808
"12",1,10272,4,0,"NEW HAM",4000,"WINGATE",-0.4393,0.8984,-20.83849,98,13,0.649
"13",1,2943,12,0,"NEW JER",5000,"ELMER",0.4036,-0.0824,-37.18441,86,21,0.791
"14",1,7231,12,0,"NEW JER",5000,"PATERSON",0.8892,0.0953,-16.85731,72,11,0.802
"15",1,8282,13,0,"NEW YOR",5000,"SCHUYLER",0.9143,-0.4049,-20.69642,94,11,0.789
"16",1,5270,13,0,"NEW YOR",5000,"KING",0.7917,-0.279,-22.77764,96,10,0.678
"17",1,4212,47,0,"NORTH C",5000,"HAWKINS",-0.0966,-0.7266,-28.33768,73,18,0.643
"18",1,5012,47,0,"NORTH C",5000,"JOHNSTON",0,-0.6529,-33.97026,77,21,0.772
"19",1,5891,14,0,"PENNSYL",4000,"MACLAY",-0.6825,0.4294,-20.49142,79,8,0.673
"20",1,6712,14,0,"PENNSYL",5000,"MORRIS",0.618,-0.586,-38.40563,97,24,0.689
"21",1,8845,5,0,"RHODE I",4000,"STANTON",-0.0764,-0.0496,-22.76381,61,13,0.717
"22",1,3315,5,0,"RHODE I",5000,"FOSTER",0.2137,0.6348,-20.25728,61,12,0.584
"23",1,1346,48,0,"SOUTH C",5000,"BUTLER",-0.4113,-0.9115,-51.08571,95,28,0.59
"24",1,4837,48,0,"SOUTH C",5000,"IZARD",0.33,-0.586,-52.16741,99,31,0.767
"25",1,5565,40,0,"VIRGINI",4000,"LEE",-0.3451,-0.5445,-24.14485,91,11,0.634
"26",1,9747,40,0,"VIRGINI",5000,"WALKER",0.1612,-0.9869,-26.41502,58,21,0.829
"27",2,2936,1,0,"CONNECT",5000,"ELLSWORTH",0.5055,0.5816,-9.76534,52,2,0.725
"28",2,8457,1,0,"CONNECT",5000,"SHERMAN",-0.504,-0.083,-16.71788,52,8,0.653
"29",2,507,11,0,"DELAWAR",5000,"BASSETT",0.12,-0.2099,-15.34577,36,7,0.717
"30",2,7762,11,0,"DELAWAR",5000,"READ",0.2427,-0.3056,-17.31702,52,10,0.695
"31",2,3877,44,0,"GEORGIA",4000,"GUNN",0.0676,-0.7682,-16.34571,45,9,0.772
"32",2,3128,44,0,"GEORGIA",4000,"FEW",-0.5423,-0.6117,-12.70868,49,3,0.834
"33",2,4333,52,0,"MARYLAN",5000,"HENRY",0.1609,-0.6376,-9.23987,51,3,0.797
"34",2,1536,52,0,"MARYLAN",5000,"CARROLL",0.177,-0.5646,-8.18407,36,4,0.672
"35",2,9028,3,0,"MASSACH",5000,"STRONG",0.6063,0.7952,-17.92079,45,11,0.818
"36",2,1384,3,0,"MASSACH",5000,"CABOT",0.638,0.364,-10.46132,52,5,0.645
"37",2,5449,4,0,"NEW HAM",5000,"LANGDON",0.0225,-0.3283,-21.07576,48,10,0.915
"38",2,10272,4,0,"NEW HAM",4000,"WINGATE",-0.4393,0.8984,-4.53866,51,1,0.8
"39",2,2576,12,0,"NEW JER",5000,"DICKINSON",0.628,-0.636,-11.13732,50,5,0.658
"40",2,8150,12,0,"NEW JER",5000,"RUTHERFURD",0.948,-0.242,-18.40118,44,9,0.688
"41",2,5270,13,0,"NEW YOR",5000,"KING",0.7428,-0.278,-17.23286,46,10,0.543
"42",2,1302,13,0,"NEW YOR",4000,"BURR",-0.7678,-0.6407,-28.1284,46,17,0.785
"43",2,5012,47,0,"NORTH C",5000,"JOHNSTON",0,-0.6529,-12.60247,52,8,0.796
"44",2,4212,47,0,"NORTH C",4000,"HAWKINS",-0.0966,-0.7266,-11.65207,51,5,0.823
"45",2,6712,14,0,"PENNSYL",5000,"MORRIS",0.618,-0.586,-9.75171,50,5,0.754
"46",2,8845,5,0,"RHODE I",4000,"STANTON",-0.0764,-0.0496,-14.10264,50,8,0.764
"47",2,3315,5,0,"RHODE I",5000,"FOSTER",0.197,0.6352,-13.70584,51,9,0.778
"48",2,1346,48,0,"SOUTH C",4000,"BUTLER",-0.4113,-0.9115,-10.02365,40,6,0.761
"49",2,4837,48,0,"SOUTH C",5000,"IZARD",0.33,-0.586,-13.92408,51,4,0.821
"50",2,7989,6,0,"VERMONT",4000,"ROBINSON",-0.7498,0.0674,-9.68889,49,5,0.624
"51",2,956,6,0,"VERMONT",4000,"BRADLEY",-0.1426,-0.152,-22.17287,47,11,0.811
"52",2,6594,40,0,"VIRGINI",4000,"MONROE",-0.5147,-0.8176,-10.9222,52,5,0.744
"53",2,5565,40,0,"VIRGINI",4000,"LEE",-0.3451,-0.5445,-9.4623,32,3,0.887
"54",3,2936,1,0,"CONNECT",5000,"ELLSWORTH",0.5055,0.5816,-9.38456,78,4,0.879
"55",3,6574,1,0,"CONNECT",5000,"MITCHELL",0.747,-0.15,-5.26865,41,2,0.85
"56",3,9676,11,0,"DELAWAR",5000,"VINING",0.392,-0.071,-9.10551,56,5,0.727
"57",3,4854,44,0,"GEORGIA",4000,"JACKSON",-0.3372,-0.4561,-23.30265,73,13,0.619
"58",3,3877,44,0,"GEORGIA",4000,"GUNN",0.2292,-0.7223,-25.88336,54,16,0.808
"59",3,2866,51,0,"KENTUCK",4000,"EDWARDS",-0.5792,-0.8152,-10.47643,49,6,0.815
"60",3,1118,51,0,"KENTUCK",4000,"BROWN",-0.4728,-0.457,-14.10758,69,6,0.743
"61",3,7564,52,0,"MARYLAN",5000,"POTTS",0.468,-0.863,-20.17274,68,11,0.661
"62",3,4333,52,0,"MARYLAN",5000,"HENRY",0.1609,-0.6376,-15.29272,37,11,0.875
"63",3,9028,3,0,"MASSACH",5000,"STRONG",0.6063,0.7952,-7.18407,54,5,0.858
"64",3,1384,3,0,"MASSACH",5000,"CABOT",0.638,0.364,-11.7693,77,6,0.711
"65",3,5449,4,0,"NEW HAM",4000,"LANGDON",-0.327,-0.2947,-19.06803,56,7,0.791
"66",3,5713,4,0,"NEW HAM",5000,"LIVERMORE",0.1011,0.9949,-17.58388,75,8,0.738
"67",3,3361,12,0,"NEW JER",5000,"FRELINGHUYS",0.9401,-0.341,-19.76896,65,13,0.698
"68",3,8150,12,0,"NEW JER",5000,"RUTHERFURD",0.948,-0.242,-20.1298,56,11,0.78
"69",3,5270,13,0,"NEW YOR",5000,"KING",0.694,-0.277,-17.13919,69,8,0.835
"70",3,1302,13,0,"NEW YOR",4000,"BURR",-0.7678,-0.6407,-9.54787,53,5,0.694
"71",3,4212,47,0,"NORTH C",4000,"HAWKINS",-0.0966,-0.7266,-26.62206,73,15,0.803
"72",3,6012,47,0,"NORTH C",4000,"MARTIN",-0.2695,-0.9212,-16.6794,76,7,0.766
"73",3,6712,14,0,"PENNSYL",5000,"MORRIS",0.618,-0.586,-18.36474,69,7,0.467
"74",3,8070,14,0,"PENNSYL",5000,"ROSS",1.4539,-0.5726,-33.54937,44,24,0.855
"75",3,951,5,0,"RHODE I",5000,"BRADFORD",0.525,0.468,-12.22669,78,6,0.843
"76",3,3315,5,0,"RHODE I",5000,"FOSTER",0.1803,0.6356,-12.79037,75,5,0.822
"77",3,1346,48,0,"SOUTH C",4000,"BUTLER",-0.4113,-0.9115,-6.66498,34,3,0.775
"78",3,4837,48,0,"SOUTH C",5000,"IZARD",0.33,-0.586,-17.31137,68,6,0.854
"79",3,7989,6,0,"VERMONT",4000,"ROBINSON",-0.7498,0.0674,-9.33253,59,4,0.809
"80",3,956,6,0,"VERMONT",4000,"BRADLEY",-0.1073,-0.1875,-10.16363,48,3,0.885
"81",3,9215,40,0,"VIRGINI",4000,"TAYLOR",-0.9082,-0.4185,-4.27107,35,2,0.891
"82",3,6594,40,0,"VIRGINI",4000,"MONROE",-0.5147,-0.8176,-5.07114,44,2,0.958
"83",4,9489,1,0,"CONNECT",1,"TRUMBULL",0.611,0.502,-2.65495,62,2,0.846
"84",4,9676,11,0,"DELAWAR",1,"VINING",0.392,-0.071,-5.53756,33,2,0.858
"85",4,5494,11,0,"DELAWAR",1,"LATIMER",0.7,-0.04,-11.50803,75,7,0.689
"86",4,3877,44,0,"GEORGIA",1,"GUNN",0.3908,-0.6765,-24.21407,65,14,0.827
"87",4,9189,44,0,"GEORGIA",200,"TATTNALL",-0.136,-0.939,-8.93758,47,3,0.763
"88",4,6000,51,0,"KENTUCK",1,"MARSHALL",-0.224,0.95,-19.21384,71,13,0.763
"89",4,1118,51,0,"KENTUCK",200,"BROWN",-0.4316,-0.4957,-21.08343,78,14,0.768
"90",4,4333,52,0,"MARYLAN",1,"HENRY",0.1609,-0.6376,-16.61372,63,7,0.769
"91",4,7564,52,0,"MARYLAN",1,"POTTS",0.468,-0.863,-13.42594,51,9,0.938
"92",4,9028,3,0,"MASSACH",1,"STRONG",0.6063,0.7952,-3.47388,54,2,0.968
"93",4,1384,3,0,"MASSACH",1,"CABOT",0.638,0.364,-1.67841,52,0,0.88
"94",4,5449,4,0,"NEW HAM",200,"LANGDON",-0.6766,-0.2612,-8.78412,69,4,0.814
"95",4,5713,4,0,"NEW HAM",1,"LIVERMORE",0.1011,0.9949,-16.6376,81,10,0.817
"96",4,8150,12,0,"NEW JER",1,"RUTHERFURD",0.948,-0.242,-14.55074,72,8,0.868
"97",4,3361,12,0,"NEW JER",1,"FRELINGHUYS",0.9401,-0.341,-4.51256,32,2,0.711
"98",4,1302,13,0,"NEW YOR",200,"BURR",-0.7678,-0.6407,-21.12082,62,11,0.878
"99",4,5270,13,0,"NEW YOR",1,"KING",0.6451,-0.276,-6.11917,47,2,0.796
"100",4,6012,47,0,"NORTH C",200,"MARTIN",-0.2695,-0.9212,-18.51179,81,8,0.843
"101",4,800,47,0,"NORTH C",200,"BLOODWORTH",-0.4166,-0.2416,-13.46361,79,8,0.886
"102",4,8070,14,0,"PENNSYL",1,"ROSS",1.2065,-0.428,-9.57858,79,6,0.879
"103",4,719,14,0,"PENNSYL",1,"BINGHAM",0.7711,-0.6367,-10.17497,79,3,0.847
"104",4,951,5,0,"RHODE I",1,"BRADFORD",0.525,0.468,-12.94492,78,6,0.839
"105",4,3315,5,0,"RHODE I",1,"FOSTER",0.1637,0.636,-13.49138,77,8,0.767
"106",4,7763,48,0,"SOUTH C",1,"READ",0.792,-0.39,-20.46055,77,10,0.807
"107",4,1346,48,0,"SOUTH C",200,"BUTLER",-0.4113,-0.9115,-10.08668,47,6,0.857
"108",4,7164,6,0,"VERMONT",1,"PAINE",0.311,0.692,-8.16533,53,4,0.858
"109",4,7989,6,0,"VERMONT",200,"ROBINSON",-0.7498,0.0674,-8.73814,57,5,0.847
"110",4,9238,40,0,"VIRGINI",200,"TAZEWELL",-0.9483,-0.3174,-12.94163,78,6,0.764
"111",4,6063,40,0,"VIRGINI",200,"MASON",-1.581,-0.0401,-14.52489,54,8,0.835
"112",5,4433,1,0,"CONNECT",1,"HILLHOUSE",0.3594,0.528,-34.45039,191,17,0.861
"113",5,9452,1,0,"CONNECT",1,"TRACY",0.5308,0.5958,-29.07906,194,15,0.83
"114",5,5494,11,0,"DELAWAR",1,"LATIMER",0.7,-0.04,-29.23083,157,15,0.811
"115",5,1823,11,0,"DELAWAR",1,"CLAYTON",0.6496,0.1047,-13.16464,63,6,0.763
"116",5,3877,44,0,"GEORGIA",1,"GUNN",0.5523,-0.6306,-14.60209,54,6,0.889
"117",5,9189,44,0,"GEORGIA",200,"TATTNALL",-0.136,-0.939,-13.04993,111,7,0.795
"118",5,1118,51,0,"KENTUCK",200,"BROWN",-0.3904,-0.5345,-37.60908,164,25,0.778
"119",5,6000,51,0,"KENTUCK",1,"MARSHALL",-0.224,0.95,-32.58005,130,20,0.606
"120",5,4628,52,0,"MARYLAN",1,"HOWARD",0.549,-0.089,-68.17957,136,26,0.827
"121",5,5725,52,0,"MARYLAN",1,"LLOYD",0.434,0.731,-21.96998,116,10,0.872
"122",5,8344,3,0,"MASSACH",1,"SEDGWICK",0.692,0.3875,-20.62996,151,8,0.866
"123",5,3674,3,0,"MASSACH",1,"GOODHUE",0.568,0.399,-27.24532,190,15,0.685
"124",5,5713,4,0,"NEW HAM",1,"LIVERMORE",0.1011,0.9949,-70.0825,185,37,0.805
"125",5,5449,4,0,"NEW HAM",200,"LANGDON",-1.0261,-0.2277,-31.24048,144,19,0.909
"126",5,8964,12,0,"NEW JER",1,"STOCKTON",0.7093,0.4035,-13.78228,145,6,0.8
"127",5,8150,12,0,"NEW JER",1,"RUTHERFURD",0.948,-0.242,-12.47691,56,7,0.953
"128",5,2351,12,0,"NEW JER",1,"DAVENPORT",0.5692,0.5257,-1.3549,28,0,0.785
"129",5,5498,13,0,"NEW YOR",1,"LAURANCE",0.842,-0.529,-36.98943,153,6,0.878
"130",5,4469,13,0,"NEW YOR",1,"HOBART",0.671,-0.157,-3.24818,25,1,0.76
"131",5,6963,13,0,"NEW YOR",1,"NORTH",0.279,-0.097,-23.0901,84,13,0.833
"132",5,9874,13,0,"NEW YOR",1,"WATSON",0.727,0.043,-5.28399,29,3,0.839
"133",5,800,47,0,"NORTH C",200,"BLOODWORTH",-0.4166,-0.2416,-23.31853,133,14,0.791
"134",5,6012,47,0,"NORTH C",200,"MARTIN",-0.2695,-0.9212,-45.12364,192,25,0.821
"135",5,8070,14,0,"PENNSYL",1,"ROSS",0.959,-0.2833,-19.18268,97,11,0.721
"136",5,719,14,0,"PENNSYL",1,"BINGHAM",0.7711,-0.6367,-57.51435,176,20,0.78
"137",5,3315,5,0,"RHODE I",1,"FOSTER",0.147,0.6364,-45.4541,183,22,0.636
"138",5,951,5,0,"RHODE I",1,"BRADFORD",0.525,0.468,-11.75371,26,6,0.75
"139",5,3791,5,0,"RHODE I",1,"GREENE",0.281,0.569,-32.20079,112,17,0.735
"140",5,7763,48,0,"SOUTH C",1,"READ",0.792,-0.39,-57.15867,186,32,0.915
"141",5,4753,48,0,"SOUTH C",200,"HUNTER",0.041,-0.963,-7.23302,81,4,0.945
"142",5,1888,54,0,"TENNESS",200,"COCKE",-0.637,0.1302,-1.46928,26,0,0.843
"143",5,4843,54,0,"TENNESS",200,"JACKSON",-0.5156,0.8568,-5.98302,35,4,0.851
"144",5,174,54,0,"TENNESS",200,"ANDERSON",-0.3674,0.494,-20.88157,129,10,0.815
"145",5,7164,6,0,"VERMONT",1,"PAINE",0.311,0.692,-34.25401,167,15,0.868
"146",5,1706,6,0,"VERMONT",1,"CHIPMAN",0.459,0.476,-21.644,153,12,0.766
"147",5,9238,40,0,"VIRGINI",200,"TAZEWELL",-0.9483,-0.3174,-39.89492,150,14,0.854
"148",5,6063,40,0,"VIRGINI",200,"MASON",-1.2763,-0.1386,-25.03634,159,9,0.906
"149",6,9452,1,0,"CONNECT",1,"TRACY",0.5907,0.4844,-11.2579,114,6,0.574
"150",6,4433,1,0,"CONNECT",1,"HILLHOUSE",0.4523,0.2937,-61.69837,111,28,0.9
"151",6,9947,11,0,"DELAWAR",1,"WELLS",0.7671,0.3336,-10.74962,102,5,0.883
"152",6,5494,11,0,"DELAWAR",1,"LATIMER",0.7,-0.04,-12.43184,100,5,0.726
"153",6,3877,44,0,"GEORGIA",1,"GUNN",0.7139,-0.5847,-22.76989,71,16,0.911
"154",6,379,44,0,"GEORGIA",200,"BALDWIN",-0.357,-0.572,-10.30181,111,6,0.817
"155",6,6000,51,0,"KENTUCK",1,"MARSHALL",-0.224,0.95,-21.02266,104,10,0.85
"156",6,1118,51,0,"KENTUCK",200,"BROWN",-0.3492,-0.5732,-17.17922,106,8,0.791
"157",6,4628,52,0,"MARYLAN",1,"HOWARD",0.549,-0.089,-14.29725,61,9,0.801
"158",6,5725,52,0,"MARYLAN",1,"LLOYD",0.434,0.731,-12.3952,56,5,0.916
"159",6,4441,52,0,"MARYLAN",1,"HINDMAN",0.671,-0.0448,-2.46572,28,1,0.898
"160",6,2550,3,0,"MASSACH",1,"DEXTER",0.245,0.803,-6.04002,56,2,0.579
"161",6,3674,3,0,"MASSACH",1,"GOODHUE",0.568,0.399,-38.74115,71,14,0.789
"162",6,3303,3,0,"MASSACH",1,"FOSTER  D.",0.543,-0.829,-7.8145,33,5,0.847
"163",6,6058,3,0,"MASSACH",1,"MASON",0.4766,0.0486,-5.81415,35,2,0.736
"164",6,5713,4,0,"NEW HAM",1,"LIVERMORE",0.1011,0.9949,-34.27514,112,17,0.82
"165",6,5449,4,0,"NEW HAM",200,"LANGDON",-1.3756,-0.1942,-21.06475,106,9,0.868
"166",6,2440,12,0,"NEW JER",1,"DAYTON",0.423,0.44,-13.58926,96,5,0.845
"167",6,8278,12,0,"NEW JER",1,"SCHUREMAN",0.519,0.224,-15.6093,93,6,0.642
"168",6,5498,13,0,"NEW YOR",1,"LAURANCE",0.842,-0.529,-29.66187,67,8,0.907
"169",6,6703,13,0,"NEW YOR",1,"MORRIS",0.636,-0.397,-4.37996,45,0,0.791
"170",6,233,13,0,"NEW YOR",200,"ARMSTRONG",-0.18,-0.465,-6.56059,28,4,0.92
"171",6,800,47,0,"NORTH C",200,"BLOODWORTH",-0.4166,-0.2416,-9.29445,111,3,0.918
"172",6,3342,47,0,"NORTH C",200,"FRANKLIN",-0.1092,-0.2629,-9.79224,115,3,0.821
"173",6,8070,14,0,"PENNSYL",1,"ROSS",0.7116,-0.1387,-21.64692,110,8,0.813
"174",6,719,14,0,"PENNSYL",1,"BINGHAM",0.7711,-0.6367,-19.23479,93,6,0.804
"175",6,3315,5,0,"RHODE I",1,"FOSTER  T.",0.1304,0.6368,-24.01611,110,9,0.798
"176",6,3791,5,0,"RHODE I",1,"GREENE",0.281,0.569,-24.37641,108,10,0.939
"177",6,7455,48,0,"SOUTH C",200,"PINCKNEY",-0.52,-0.73,-3.99879,64,1,0.778
"178",6,7763,48,0,"SOUTH C",1,"READ",0.792,-0.39,-27.5558,110,12,0.909
"179",6,1888,54,0,"TENNESS",200,"COCKE",-0.637,0.1302,-11.05312,116,5,0.861
"180",6,174,54,0,"TENNESS",200,"ANDERSON",-0.3662,0.387,-16.45689,110,10,0.877
"181",6,7164,6,0,"VERMONT",1,"PAINE",0.311,0.692,-11.46522,87,4,0.879
"182",6,1706,6,0,"VERMONT",1,"CHIPMAN",0.459,0.476,-11.81617,92,6,0.919
"183",6,6913,40,0,"VIRGINI",200,"NICHOLAS",-0.2557,-0.5187,-9.42506,112,7,0.824
"184",6,6063,40,0,"VIRGINI",200,"MASON",-0.9715,-0.2371,-20.53822,106,2,0.924
"185",7,9452,1,0,"CONNECT",1,"TRACY  U.",0.6506,0.373,-4.79456,61,2,0.889
"186",7,4433,1,0,"CONNECT",1,"HILLHOUSE J",0.5451,0.0593,-4.69842,40,3,0.853
"187",7,10043,11,0,"DELAWAR",1,"WHITE  S.",0.579,0.154,-10.34263,65,6,0.926
"188",7,9947,11,0,"DELAWAR",1,"WELLS  W.H.",0.7688,0.2984,-5.27891,69,3,0.891
"189",7,379,44,0,"GEORGIA",200,"BALDWIN  A.",-0.357,-0.572,-8.91808,77,3,0.851
"190",7,4854,44,0,"GEORGIA",200,"JACKSON  J.",-0.3372,-0.4561,-11.48948,71,7,0.784
"191",7,1118,51,0,"KENTUCK",200,"BROWN  J.",-0.3081,-0.612,-11.93537,49,7,0.936
"192",7,994,51,0,"KENTUCK",200,"BRECKENRIDG",-0.561,-0.199,-4.86092,73,2,0.947
"193",7,4628,52,0,"MARYLAN",1,"HOWARD J.E.",0.549,-0.089,-3.83446,70,1,0.89
"194",7,10396,52,0,"MARYLAN",200,"WRIGHT  R.",0.0799,0.9953,-7.78145,67,5,0.904
"195",7,3303,3,0,"MASSACH",1,"FOSTER  D.",0.543,-0.829,-6.45519,64,3,0.892
"196",7,6058,3,0,"MASSACH",1,"MASON  J.",0.4766,0.0486,-6.30486,55,3,0.87
"197",7,7048,4,0,"NEW HAM",1,"OLCOTT  S.",0.7253,-0.6804,-10.55264,76,5,0.894
"198",7,2440,12,0,"NEW JER",1,"DAYTON  J.",0.423,0.44,-6.27152,56,4,0.946
"199",7,7029,12,0,"NEW JER",1,"OGDEN  A.",0.565,-0.04,-3.13419,57,1,0.844
"200",7,6703,13,0,"NEW YOR",1,"MORRIS  G.",0.636,-0.397,-11.20215,66,6,0.904
"201",7,1847,13,0,"NEW YOR",200,"CLINTON D.W",-0.364,-0.558,-5.533,55,5,0.878
"202",7,8977,47,0,"NORTH C",200,"STONE  D.",-0.3372,-0.9414,-8.58517,66,2,0.856
"203",7,3342,47,0,"NORTH C",200,"FRANKLIN J.",-0.1825,-0.3027,-9.82733,63,5,0.942
"204",7,8070,14,0,"PENNSYL",1,"ROSS  J.",0.4641,0.006,-1.85478,31,1,0.841
"205",7,5744,14,0,"PENNSYL",200,"LOGAN  G.",-0.167,-0.496,-11.97842,69,4,0.868
"206",7,3315,5,0,"RHODE I",200,"FOSTER  T.",0.1137,0.6372,-10.02844,71,4,0.909
"207",7,2903,5,0,"RHODE I",200,"ELLERY  C.",-0.5753,-0.8179,-6.96745,73,4,0.915
"208",7,9088,48,0,"SOUTH C",200,"SUMTER  T.",-0.5533,-0.8236,-6.55613,74,2,0.905
"209",7,1888,54,0,"TENNESS",200,"COCKE  W.",-0.637,0.1302,-6.60743,66,3,0.881
"210",7,174,54,0,"TENNESS",200,"ANDERSON J.",-0.365,0.28,-9.26376,73,6,0.764
"211",7,956,6,0,"VERMONT",200,"BRADLEY S.R",-0.072,-0.2231,-16.16869,60,11,0.746
"212",7,6913,40,0,"VIRGINI",200,"NICHOLAS  W",-0.2557,-0.5187,-21.40161,73,11,0.93
"213",7,6063,40,0,"VIRGINI",200,"MASON  S.T.",-0.6667,-0.3356,-4.8068,66,1,0.846
"214",8,9452,1,0,"CONNECT",1,"TRACY  U.",0.7105,0.2616,-16.906,101,7,0.841
"215",8,4433,1,0,"CONNECT",1,"HILLHOUSE",0.638,-0.175,-22.20481,128,10,0.781
"216",8,10043,11,0,"DELAWAR",1,"WHITE  S.",0.579,0.154,-23.74,96,11,0.678
"217",8,9947,11,0,"DELAWAR",1,"WELLS  W.H.",0.7705,0.2632,-20.23616,52,10,0.921
"218",8,524,11,0,"DELAWAR",1,"BAYARD  J.",0.5277,-0.264,-2.13484,26,1,0.713
"219",8,379,44,0,"GEORGIA",200,"BALDWIN  A.",-0.357,-0.572,-45.94895,136,24,0.692
"220",8,4854,44,0,"GEORGIA",200,"JACKSON  J.",-0.3372,-0.4561,-44.60649,121,21,0.822
"221",8,994,51,0,"KENTUCK",200,"BRECKINRIDG",-0.561,-0.199,-26.27902,134,9,0.718
"222",8,1118,51,0,"KENTUCK",200,"BROWN  J.",-0.2669,-0.6507,-32.40704,98,17,0.71
"223",8,8678,52,0,"MARYLAN",200,"SMITH  S.",-0.0364,0.3499,-44.53669,130,18,0.773
"224",8,10396,52,0,"MARYLAN",200,"WRIGHT  R.",0.0799,0.9953,-29.55276,115,15,0.818
"225",8,7428,3,0,"MASSACH",1,"PICKERING",0.643,-0.65,-25.92945,129,13,0.677
"226",8,34,3,0,"MASSACH",1,"ADAMS  J.Q.",0.621,0.569,-50.65044,130,28,0.673
"227",8,7493,4,0,"NEW HAM",1,"PLUMER  W.",0.996,-0.0893,-52.68247,133,15,0.878
"228",8,7048,4,0,"NEW HAM",1,"OLCOTT  S.",0.7253,-0.6804,-17.36412,133,6,0.72
"229",8,2440,12,0,"NEW JER",1,"DAYTON  J.",0.423,0.44,-38.12098,116,21,0.699
"230",8,1974,12,0,"NEW JER",200,"CONDIT  J.",-0.5259,0.2072,-36.20433,101,22,0.833
"231",8,351,13,0,"NEW YOR",200,"BAILEY  T.",-0.076,0.6187,-5.2875,29,1,0.723
"232",8,8647,13,0,"NEW YOR",200,"SMITH  J.",-0.1132,-0.2515,-22.39424,69,9,0.733
"233",8,6577,13,0,"NEW YOR",200,"MITCHILL",0.1846,0.9828,-7.77412,25,4,0.668
"234",8,233,13,0,"NEW YOR",200,"ARMSTRONG",-0.18,-0.465,-24.97203,62,13,0.707
"235",8,3342,47,0,"NORTH C",200,"FRANKLIN",-0.2558,-0.3425,-15.25377,44,9,0.737
"236",8,8977,47,0,"NORTH C",200,"STONE  D.",-0.3372,-0.9414,-41.5229,136,14,0.696
"237",8,8645,24,0,"OHIO",200,"SMITH  J.",-0.2501,0.297,-46.77852,129,25,0.668
"238",8,10379,24,0,"OHIO",200,"WORTHINGTON",-0.2975,-0.7719,-37.49334,93,20,0.679
"239",8,5744,14,0,"PENNSYL",200,"LOGAN  G.",-0.167,-0.496,-48.69123,126,24,0.694
"240",8,5890,14,0,"PENNSYL",200,"MACLAY  S.",-0.342,-0.73,-43.42497,119,18,0.719
"241",8,2903,5,0,"RHODE I",200,"ELLERY  C.",-0.5753,-0.8179,-43.61078,132,24,0.705
"242",8,7559,5,0,"RHODE I",200,"POTTER  S.",-0.41,-0.9042,-43.41358,124,23,0.785
"243",8,4656,5,0,"RHODE I",200,"HOWLAND  B.",-0.279,-0.233,-17.64612,73,10,0.807
"244",8,9088,48,0,"SOUTH C",200,"SUMTER  T.",-0.4607,-0.8447,-7.91986,37,3,0.769
"245",8,174,54,0,"TENNESS",200,"ANDERSON",-0.3638,0.173,-35.52879,135,18,0.752
"246",8,1888,54,0,"TENNESS",200,"COCKE  W.",-0.637,0.1302,-29.67529,104,14,0.688
"247",8,8639,6,0,"VERMONT",200,"SMITH  I.",-0.07,-0.378,-40.40034,108,22,0.644
"248",8,956,6,0,"VERMONT",200,"BRADLEY  S.",-0.0367,-0.2587,-46.27617,105,24,0.675
"249",8,6913,40,0,"VIRGINI",200,"NICHOLAS",-0.2557,-0.5187,-45.12032,115,26,0.643
"250",8,6063,40,0,"VIRGINI",200,"MASON  S.T.",-0.362,-0.4341,-13.68681,31,7,0.773
"251",8,6625,40,0,"VIRGINI",200,"MOORE  A.",-0.4512,-0.3513,-19.58355,76,10,0.795
"252",9,4433,1,0,"CONNECT",1,"HILLHOUSE J",0.7309,-0.4093,-18.14718,79,9,0.764
"253",9,9452,1,0,"CONNECT",1,"TRACY  U.",0.7704,0.1502,-20.23584,75,8,0.838
"254",9,10043,11,0,"DELAWAR",1,"WHITE  S.",0.579,0.154,-12.87895,73,3,0.867
"255",9,524,11,0,"DELAWAR",1,"BAYARD J.A.",0.519,-0.2908,-7.13513,50,2,0.729
"256",9,379,44,0,"GEORGIA",200,"BALDWIN  A.",-0.357,-0.572,-22.13337,70,12,0.679
"257",9,9366,51,0,"KENTUCK",200,"THRUSTON B.",-0.047,0.37,-25.56929,66,12,0.748
"258",9,20,51,0,"KENTUCK",200,"ADAIR  J.",0.0698,-0.9976,-16.54746,57,8,0.67
