"","Cong","X","X.1","X.2","State","X.3","Name","Dim1","Dim2","X.4","X.5","X.6","X0.714"
"707",19,8107,24,0,"OHIO",22,"RUGGLES  B.",0.5135,0.8386,-64.79863,191,35,0.518
"708",19,3146,14,0,"PENNSYL",555,"FINDLAY  W.",0.1459,0.2497,-131.70656,200,78,0.699
"709",19,5986,14,0,"PENNSYL",22,"MARKS  W.",0.515,0.64,-70.66575,197,33,0.776
"710",19,5339,5,0,"RHODE I",22,"KNIGHT  N.",0.6485,0.3875,-40.5575,160,18,0.768
"711",19,7940,5,0,"RHODE I",22,"ROBBINS  A.",0.6783,0.6925,-50.49987,191,23,0.655
"712",19,4237,48,0,"SOUTH C",555,"HAYNE  R.Y.",-0.0026,-0.0467,-83.06287,196,41,0.812
"713",19,4091,48,0,"SOUTH C",555,"HARPER  W.",0.2871,-0.5934,-11.2521,54,5,0.662
"714",19,8694,48,0,"SOUTH C",555,"SMITH  W.",0.4197,-0.8771,-39.62649,96,21,0.679
"715",19,2828,54,0,"TENNESS",555,"EATON  J.H.",-0.5643,0.8394,-74.08257,191,35,0.781
"716",19,10029,54,0,"TENNESS",555,"WHITE  H.L.",-0.17,-0.187,-45.61208,185,23,0.81
"717",19,8385,6,0,"VERMONT",22,"SEYMOUR  H.",0.7187,0.6975,-40.74035,193,14,0.721
"718",19,1665,6,0,"VERMONT",22,"CHASE  D.",0.1561,0.9877,-64.40311,197,29,0.797
"719",19,9239,40,0,"VIRGINI",555,"TAZEWELL",0.0149,-0.6887,-35.21609,155,13,0.829
"720",19,7723,40,0,"VIRGINI",555,"RANDOLPH",-0.5038,-0.8638,-27.91237,149,11,0.63
"721",20,6310,41,0,"ALABAMA",555,"MCKINLEY",-0.329,0.289,-94.70591,205,50,0.721
"722",20,5275,41,0,"ALABAMA",555,"KING  W.R.",-0.4443,-0.0909,-57.53759,176,28,0.779
"723",20,3260,1,0,"CONNECT",22,"FOOTE  S.A.",0.738,-0.095,-55.57167,223,27,0.772
"724",20,10127,1,0,"CONNECT",22,"WILLEY  C.",0.634,0.389,-54.7093,211,24,0.633
"725",20,7897,11,0,"DELAWAR",555,"RIDGELEY",-0.004,0.345,-96.18576,210,56,0.626
"726",20,6323,11,0,"DELAWAR",555,"MCLANE  L.",0.067,0.219,-76.8818,164,34,0.72
"727",20,669,44,0,"GEORGIA",555,"BERRIEN  J.",-0.0065,0.0279,-60.56561,184,27,0.722
"728",20,1873,44,0,"GEORGIA",555,"COBB  T.W.",-0.2711,-0.7672,-53.6515,165,27,0.654
"729",20,7625,44,0,"GEORGIA",555,"PRINCE  O.",0.2277,0.0116,-25.85702,61,12,0.749
"730",20,9297,21,0,"ILLINOI",22,"THOMAS  J.",0.3679,0.5744,-52.49689,182,28,0.708
"731",20,5093,21,0,"ILLINOI",555,"KANE  E.K.",-0.3703,0.5852,-71.57717,207,38,0.621
"732",20,6941,22,0,"INDIANA",22,"NOBLE  J.",0.3402,0.6351,-98.09922,206,53,0.695
"733",20,4320,22,0,"INDIANA",22,"HENDRICKS",0.023,1.0004,-78.16084,215,39,0.721
"734",20,8087,51,0,"KENTUCK",555,"ROWAN  J.",-0.398,0.267,-70.63734,216,31,0.717
"735",20,4988,51,0,"KENTUCK",555,"JOHNSON  R.",-0.452,0.8228,-69.97811,210,35,0.721
"736",20,881,45,0,"LOUISIA",22,"BOULIGNY",0.1118,0.779,-69.2565,212,29,0.531
"737",20,5008,45,0,"LOUISIA",22,"JOHNSTON",0.3619,0.3828,-139.30396,220,63,0.732
"738",20,1635,2,0,"MAINE",555,"CHANDLER",0.5186,-0.7366,-71.61195,230,33,0.703
"739",20,7212,2,0,"MAINE",555,"PARRIS  A.",0.618,-0.41,-58.92615,167,29,0.797
"740",20,4536,2,0,"MAINE",22,"HOLMES  J.",0.6387,0.4707,-11.37164,50,5,0.745
"741",20,1627,52,0,"MARYLAN",22,"CHAMBERS",0.4592,0.5601,-41.49268,141,16,0.592
"742",20,8678,52,0,"MARYLAN",555,"SMITH  S.",-0.1115,0.3224,-110.49825,211,54,0.768
"743",20,8510,3,0,"MASSACH",22,"SILSBEE  N.",0.5743,0.6125,-57.94898,220,23,0.728
"744",20,9903,3,0,"MASSACH",22,"WEBSTER  D.",0.5514,0.5563,-55.59142,175,24,0.773
"745",20,2925,46,0,"MISSISS",555,"ELLIS  P.",-0.4479,-0.3364,-40.6723,158,17,0.699
"746",20,10182,46,0,"MISSISS",555,"WILLIAMS",-0.3769,0.0445,-78.49741,219,40,0.702
"747",20,658,34,0,"MISSOUR",555,"BENTON  T.",-0.406,0.3274,-76.38322,216,40,0.633
"748",20,495,34,0,"MISSOUR",22,"BARTON  D.",0.4705,0.412,-102.75435,225,46,0.799
"749",20,611,4,0,"NEW HAM",22,"BELL  S.",0.6669,0.1949,-27.59824,123,12,0.477
"750",20,10341,4,0,"NEW HAM",555,"WOODBURY",-0.3824,-0.3847,-167.85237,227,61,0.768
"751",20,509,12,0,"NEW JER",22,"BATEMAN  E.",0.594,0.555,-39.94608,151,20,0.552
"752",20,2561,12,0,"NEW JER",555,"DICKERSON",0.1647,0.2026,-121.3904,204,64,0.551
"753",20,8211,13,0,"NEW YOR",22,"SANFORD  N.",0.1647,0.2243,-122.96363,206,61,0.624
"754",20,9595,13,0,"NEW YOR",555,"VANBUREN",0.2185,0.1064,-63.67673,135,33,0.65
"755",20,2740,13,0,"NEW YOR",555,"DUDLEY  C.",-0.121,0.983,-20.69738,48,12,0.723
"756",20,972,47,0,"NORTH C",555,"BRANCH  J.",-0.643,-0.672,-68.835,212,32,0.786
"757",20,5895,47,0,"NORTH C",555,"MACON  N.",-0.3512,-0.7435,-40.43273,168,17,0.899
"758",20,4814,47,0,"NORTH C",555,"IREDELL  J.",0.031,-0.444,-6.08779,57,1,0.747
"759",20,8107,24,0,"OHIO",22,"RUGGLES  B.",0.4915,0.8326,-65.60304,225,38,0.822
"760",20,4138,24,0,"OHIO",22,"HARRISON",0.2107,0.9776,-31.22847,159,10,0.835
"761",20,1287,24,0,"OHIO",22,"BURNET  J.",0.5046,0.6931,-10.45557,58,4,0.701
"762",20,444,14,0,"PENNSYL",555,"BARNARD  I.",0.121,0.659,-66.76376,188,33,0.8
"763",20,5986,14,0,"PENNSYL",22,"MARKS  W.",0.515,0.64,-47.8628,215,23,0.794
"764",20,5339,5,0,"RHODE I",22,"KNIGHT  N.",0.6044,0.3876,-45.41351,197,17,0.819
"765",20,7940,5,0,"RHODE I",22,"ROBBINS  A.",0.6406,0.6843,-45.59613,228,18,0.738
"766",20,4237,48,0,"SOUTH C",555,"HAYNE  R.Y.",0.0456,-0.2506,-63.48331,209,28,0.715
"767",20,8694,48,0,"SOUTH C",555,"SMITH  W.",0.4504,-0.833,-65.52392,195,30,0.749
"768",20,10029,54,0,"TENNESS",555,"WHITE  H.L.",-0.16,-0.1866,-58.12887,201,25,0.705
"769",20,2828,54,0,"TENNESS",555,"EATON  J.H.",-0.674,1.0057,-72.67934,208,34,0.814
"770",20,1665,6,0,"VERMONT",22,"CHASE  D.",0.5063,1.1246,-44.09605,214,21,0.828
"771",20,8385,6,0,"VERMONT",22,"SEYMOUR  H.",0.7331,0.6781,-42.34306,224,17,0.79
"772",20,9239,40,0,"VIRGINI",555,"TAZEWELL",0.0338,-0.7042,-51.6981,219,22,0.751
"773",20,9542,40,0,"VIRGINI",555,"TYLER  J.",0.1205,-0.7296,-52.69324,184,19,0.748
"774",21,5275,41,0,"ALABAMA",555,"KING  W.R.",-0.4578,-0.0559,-70.68511,243,35,0.775
"775",21,6310,41,0,"ALABAMA",555,"MCKINLEY J",-0.329,0.289,-56.30646,221,27,0.862
"776",21,10127,1,0,"CONNECT",1275,"WILLEY  C.",0.634,0.389,-31.27023,211,11,0.84
"777",21,3260,1,0,"CONNECT",1275,"FOOTE  S.A.",0.738,-0.095,-43.97355,253,22,0.847
"778",21,1822,11,0,"DELAWAR",1275,"CLAYTON J.M",0.8636,0.7008,-36.3271,219,17,0.887
"779",21,6846,11,0,"DELAWAR",1275,"NAUDAIN  A.",0.696,0.4053,-24.65071,205,9,0.877
"780",21,9482,44,0,"GEORGIA",555,"TROUP  G.M.",-0.185,-0.5515,-25.15475,191,9,0.774
"781",21,3287,44,0,"GEORGIA",555,"FORSYTH  J.",-0.7735,-0.2523,-52.40865,205,28,0.773
"782",21,5093,21,0,"ILLINOI",555,"KANE  E.K.",-0.3824,0.483,-62.42145,243,22,0.762
"783",21,6338,21,0,"ILLINOI",555,"MCLEAN  J.",0.0848,0.2469,-33.43516,123,13,0.715
"784",21,7983,21,0,"ILLINOI",555,"ROBINSON JM",-0.0537,0.4574,-18.43969,55,9,0.613
"785",21,6941,22,0,"INDIANA",1275,"NOBLE  J.",0.3342,0.5801,-73.82785,151,30,0.648
"786",21,4320,22,0,"INDIANA",1275,"HENDRICKS W",-0.013,0.9998,-107.99208,249,59,0.834
"787",21,8087,51,0,"KENTUCK",555,"ROWAN  J.",-0.398,0.267,-27.87415,154,15,0.761
"788",21,685,51,0,"KENTUCK",555,"BIBB  G.M.",-0.0379,-0.9673,-61.30302,224,34,0.702
"789",21,5008,45,0,"LOUISIA",1275,"JOHNSTON  J",0.486,0.4212,-79.39039,224,44,0.697
"790",21,5715,45,0,"LOUISIA",555,"LIVINGSTON",0.084,0.637,-80.34869,223,33,0.786
"791",21,8803,2,0,"MAINE",1275,"SPRAGUE  P.",0.56,0.134,-53.76592,223,20,0.884
"792",21,4536,2,0,"MAINE",1275,"HOLMES  J.",0.7509,0.6968,-25.05668,203,10,0.809
"793",21,1627,52,0,"MARYLAN",1275,"CHAMBERS  E",0.5194,0.5978,-43.54844,205,16,0.751
"794",21,8678,52,0,"MARYLAN",555,"SMITH  S.",-0.1209,0.319,-57.7844,202,30,0.843
"795",21,9903,3,0,"MASSACH",1275,"WEBSTER  D.",0.5389,0.6125,-37.06364,217,16,0.885
"796",21,8510,3,0,"MASSACH",1275,"SILSBEE  N.",0.54,0.63,-29.67406,242,9,0.863
"797",21,2925,46,0,"MISSISS",555,"ELLIS  P.",-0.4479,-0.3364,-31.41479,214,13,0.864
"798",21,37,46,0,"MISSISS",555,"ADAMS  R.H.",-0.003,-0.465,-21.77604,149,9,0.666
"799",21,7501,46,0,"MISSISS",555,"POINDEXTER",0.362,-0.5592,-26.42028,65,11,0.767
"800",21,658,34,0,"MISSOUR",555,"BENTON T.H.",-0.406,0.2002,-62.77183,237,35,0.739
"801",21,495,34,0,"MISSOUR",1275,"BARTON  D.",0.5011,0.3352,-77.5567,256,39,0.846
"802",21,611,4,0,"NEW HAM",1275,"BELL  S.",0.6394,0.1754,-37.82751,226,12,0.709
"803",21,10341,4,0,"NEW HAM",555,"WOODBURY L.",-0.4262,-0.306,-88.5256,257,40,0.789
"804",21,3365,12,0,"NEW JER",1275,"FRELINGHUYS",0.458,0.5417,-55.39538,234,24,0.585
"805",21,2561,12,0,"NEW JER",555,"DICKERSON M",0.1445,0.246,-134.36789,251,71,0.754
"806",21,2740,13,0,"NEW YOR",555,"DUDLEY C.E.",-0.121,0.983,-71.33498,253,29,0.645
"807",21,8211,13,0,"NEW YOR",1275,"SANFORD  N.",0.1283,0.2548,-105.59225,241,58,0.789
"808",21,4814,47,0,"NORTH C",555,"IREDELL  J.",0.031,-0.444,-59.04255,249,27,0.831
"809",21,1098,47,0,"NORTH C",555,"BROWN  B.",-0.3506,-0.4275,-41.38995,224,19,0.832
"810",21,1287,24,0,"OHIO",1275,"BURNET  J.",0.5046,0.6931,-47.13012,257,22,0.811
"811",21,8107,24,0,"OHIO",1275,"RUGGLES  B.",0.4694,0.8267,-50.81564,243,24,0.643
"812",21,444,14,0,"PENNSYL",555,"BARNARD I.D",0.121,0.659,-82.2733,186,44,0.854
"813",21,5986,14,0,"PENNSYL",1275,"MARKS  W.",0.515,0.64,-31.33893,198,12,0.788
"814",21,7940,5,0,"RHODE I",1275,"ROBBINS  A.",0.6028,0.6761,-59.61713,250,28,0.791
"815",21,5339,5,0,"RHODE I",1275,"KNIGHT N.R.",0.5604,0.3877,-52.15265,223,24,0.736
"816",21,8694,48,0,"SOUTH C",555,"SMITH  W.",0.4811,-0.7889,-70.03159,228,36,0.83
"817",21,4237,48,0,"SOUTH C",555,"HAYNE  R.Y.",0.0939,-0.4546,-39.45546,212,14,0.821
"818",21,10029,54,0,"TENNESS",555,"WHITE  H.L.",-0.15,-0.1862,-41.15057,208,19,0.826
"819",21,3865,54,0,"TENNESS",555,"GRUNDY  F.",-0.376,-0.0377,-44.98622,236,17,0.788
"820",21,1665,6,0,"VERMONT",1275,"CHASE  D.",0.8564,1.2614,-60.39415,254,29,0.863
"821",21,8385,6,0,"VERMONT",1275,"SEYMOUR  H.",0.7474,0.6587,-38.16201,260,15,0.798
"822",21,9239,40,0,"VIRGINI",555,"TAZEWELL LW",0.0527,-0.7198,-35.46677,157,17,0.825
"823",21,9542,40,0,"VIRGINI",555,"TYLER  J.",0.1205,-0.7296,-43.00292,224,22,0.728
"824",22,6632,41,0,"ALABAMA",555,"MOORE  G.",0.062,-0.998,-110.28647,348,59,0.807
"825",22,5275,41,0,"ALABAMA",555,"KING  W.R.",-0.4713,-0.0209,-77.83224,364,36,0.8
"826",22,9411,1,0,"CONNECT",1275,"TOMLINSON",0.471,0.257,-84.11663,378,39,0.79
"827",22,3260,1,0,"CONNECT",1275,"FOOTE  S.A.",0.738,-0.095,-92.01747,391,46,0.859
"828",22,6846,11,0,"DELAWAR",1275,"NAUDAIN  A.",0.696,0.4053,-49.68399,326,18,0.843
"829",22,1822,11,0,"DELAWAR",1275,"CLAYTON  J.",0.717,0.7681,-58.20708,340,27,0.781
"830",22,3287,44,0,"GEORGIA",555,"FORSYTH  J.",-0.7735,-0.2523,-75.02335,304,38,0.843
"831",22,9482,44,0,"GEORGIA",555,"TROUP  G.M.",-0.185,-0.5515,-37.71844,221,16,0.735
"832",22,7983,21,0,"ILLINOI",555,"ROBINSON",-0.3652,0.4961,-115.50784,375,69,0.785
"833",22,5093,21,0,"ILLINOI",555,"KANE  E.K.",-0.3945,0.3808,-80.65776,334,38,0.656
"834",22,4320,22,0,"INDIANA",1275,"HENDRICKS",-0.049,0.9992,-148.26239,352,83,0.678
"835",22,9396,22,0,"INDIANA",555,"TIPTON  J.",-0.2086,0.978,-137.69237,354,67,0.777
"836",22,1810,51,0,"KENTUCK",1275,"CLAY  H.",0.6833,1.1975,-85.9642,340,43,0.721
"837",22,685,51,0,"KENTUCK",555,"BIBB  G.M.",0.1069,-0.9587,-85.12643,260,47,0.813
"838",22,5008,45,0,"LOUISIA",1275,"JOHNSTON",0.6102,0.4597,-68.43712,330,28,0.734
"839",22,9710,45,0,"LOUISIA",1275,"WAGGAMAN",0.634,-0.275,-83.93137,272,40,0.674
"840",22,8803,2,0,"MAINE",1275,"SPRAGUE  P.",0.56,0.134,-130.43475,330,61,0.811
"841",22,4536,2,0,"MAINE",1275,"HOLMES  J.",0.8631,0.9229,-71.68438,342,38,0.778
"842",22,1627,52,0,"MARYLAN",1275,"CHAMBERS",0.5796,0.6355,-78.18772,311,32,0.619
"843",22,8678,52,0,"MARYLAN",555,"SMITH  S.",-0.1303,0.3156,-165.2338,344,86,0.825
"844",22,8510,3,0,"MASSACH",1275,"SILSBEE  N.",0.5057,0.6475,-66.47058,345,30,0.814
"845",22,9903,3,0,"MASSACH",1275,"WEBSTER  D.",0.5263,0.6687,-56.57367,275,25,0.699
"846",22,7501,46,0,"MISSISS",1275,"POINDEXTER",0.362,-0.5592,-121.63346,339,54,0.863
"847",22,2925,46,0,"MISSISS",555,"ELLIS  P.",-0.4479,-0.3364,-35.3798,241,14,0.707
"848",22,747,46,0,"MISSISS",555,"BLACK  J.",-0.051,-0.545,-33.34484,96,18,0.563
"849",22,1210,34,0,"MISSOUR",555,"BUCKNER  A.",0.001,0.327,-166.75615,290,99,0.727
"850",22,658,34,0,"MISSOUR",555,"BENTON  T.",-0.406,0.0729,-107.01657,335,60,0.836
"851",22,611,4,0,"NEW HAM",1275,"BELL  S.",0.6119,0.1559,-62.54909,350,29,0.735
"852",22,4411,4,0,"NEW HAM",555,"HILL  I.",-0.892,0.186,-113.54858,369,59,0.826
"853",22,3365,12,0,"NEW JER",1275,"FRELINGHUYS",0.458,0.5417,-69.90829,365,28,0.632
"854",22,2561,12,0,"NEW JER",555,"DICKERSON",0.1243,0.2894,-161.02498,351,87,0.675
"855",22,2740,13,0,"NEW YOR",555,"DUDLEY  C.",-0.121,0.983,-140.39227,357,74,0.733
"856",22,5979,13,0,"NEW YOR",555,"MARCY  W.L.",-0.407,0.754,-82.14683,265,41,0.793
"857",22,10398,13,0,"NEW YOR",555,"WRIGHT  S.",-0.6594,0.4768,-23.43616,101,11,0.807
"858",22,1098,47,0,"NORTH C",555,"BROWN  B.",-0.3414,-0.4293,-60.34956,282,30,0.812
"859",22,5952,47,0,"NORTH C",555,"MANGUM  W.",0.0604,-0.6307,-67.13633,322,23,0.734
"860",22,8107,24,0,"OHIO",1275,"RUGGLES  B.",0.4474,0.8208,-91.17008,295,40,0.841
"861",22,3041,24,0,"OHIO",1275,"EWING  T.",0.567,0.454,-62.20842,360,26,0.785
"862",22,10120,14,0,"PENNSYL",555,"WILKINS  W.",-0.009,0.982,-87.05717,360,39,0.772
"863",22,2305,14,0,"PENNSYL",555,"DALLAS  G.",0.0072,0.9168,-90.15634,349,35,0.766
"864",22,5339,5,0,"RHODE I",1275,"KNIGHT  N.",0.5163,0.3877,-89.07681,334,43,0.846
"865",22,7940,5,0,"RHODE I",1275,"ROBBINS  A.",0.565,0.6679,-63.91819,382,25,0.777
"866",22,6509,48,0,"SOUTH C",44,"MILLER  S.",0.221,-0.886,-85.07584,338,42,0.777
"867",22,4237,48,0,"SOUTH C",44,"HAYNE  R.Y.",0.1422,-0.6586,-64.54344,256,30,0.823
"868",22,1418,48,0,"SOUTH C",44,"CALHOUN  J.",0.1378,-1.2614,-13.67113,70,5,0.8
"869",22,3865,54,0,"TENNESS",555,"GRUNDY  F.",-0.3916,-0.0226,-85.22773,381,40,0.743
"870",22,10029,54,0,"TENNESS",555,"WHITE  H.L.",-0.14,-0.1857,-115.99994,390,59,0.852
"871",22,7600,6,0,"VERMONT",1275,"PRENTISS",0.5056,0.4405,-53.66227,335,25,0.852
"872",22,8385,6,0,"VERMONT",1275,"SEYMOUR  H.",0.7617,0.6394,-54.71114,342,20,0.775
"873",22,9542,40,0,"VIRGINI",555,"TYLER  J.",0.1205,-0.7296,-81.29083,319,40,0.79
"874",22,9239,40,0,"VIRGINI",555,"TAZEWELL",0.0715,-0.7353,-61.33964,260,27,0.756
"875",22,7929,40,0,"VIRGINI",555,"RIVES  W.C.",-0.2137,-0.0645,-16.53291,59,7,0.785
"876",23,5275,41,0,"ALABAMA",555,"KING  W.R.",-0.4848,0.014,-45.95817,190,22,0.568
"877",23,6632,41,0,"ALABAMA",1275,"MOORE  G.",0.062,-0.998,-86.97275,154,46,0.852
"878",23,9411,1,0,"CONNECT",1275,"TOMLINSON",0.471,0.257,-32.71445,204,15,0.855
"879",23,8670,1,0,"CONNECT",1275,"SMITH  N.",0.4946,0.1007,-30.3056,194,12,0.888
"880",23,6846,11,0,"DELAWAR",1275,"NAUDAIN  A.",0.696,0.4053,-22.12687,186,7,0.817
"881",23,1822,11,0,"DELAWAR",1275,"CLAYTON  J.",0.5704,0.8355,-31.00594,153,14,0.86
"882",23,3287,44,0,"GEORGIA",555,"FORSYTH  J.",-0.7735,-0.2523,-14.6329,97,6,0.734
"883",23,5266,44,0,"GEORGIA",555,"KING  J.P.",-0.226,-0.89,-57.39561,186,32,0.725
"884",23,2284,44,0,"GEORGIA",555,"CUTHBERT",-0.3155,-0.1872,-21.55321,67,9,0.799
"885",23,5093,21,0,"ILLINOI",555,"KANE  E.K.",-0.4066,0.2787,-41.29954,184,22,0.641
"886",23,7983,21,0,"ILLINOI",555,"ROBINSON",-0.6767,0.5348,-81.80161,184,36,0.702
"887",23,9396,22,0,"INDIANA",555,"TIPTON  J.",-0.2086,0.978,-69.05532,195,40,0.656
"888",23,4320,22,0,"INDIANA",1275,"HENDRICKS",-0.085,0.9986,-81.74812,194,52,0.822
"889",23,1810,51,0,"KENTUCK",1275,"CLAY  H.",0.5501,1.0705,-34.89105,178,12,0.772
"890",23,685,51,0,"KENTUCK",555,"BIBB  G.M.",0.2516,-0.95,-47.78144,185,21,0.658
"891",23,9710,45,0,"LOUISIA",1275,"WAGGAMAN",0.634,-0.275,-57.82035,138,31,0.737
"892",23,7530,45,0,"LOUISIA",1275,"PORTER  A.",0.2107,-0.1471,-55.30303,181,21,0.747
"893",23,8443,2,0,"MAINE",555,"SHEPLEY  E.",-0.568,0.023,-61.0865,209,31,0.838
"894",23,8803,2,0,"MAINE",1275,"SPRAGUE  P.",0.56,0.134,-19.94708,113,9,0.62
"895",23,8109,2,0,"MAINE",555,"RUGGLES  J.",-0.213,0.461,-22.90776,48,11,0.799
"896",23,5194,52,0,"MARYLAN",1275,"KENT  J.",0.3762,0.772,-39.84396,178,17,0.829
"897",23,1627,52,0,"MARYLAN",1275,"CHAMBERS",0.6398,0.6733,-16.6988,89,6,0.803
"898",23,3655,52,0,"MARYLAN",1275,"GOLDSBOROUG",0.3591,0.0355,-14.27829,65,5,0.849
"899",23,8510,3,0,"MASSACH",1275,"SILSBEE  N.",0.4715,0.6651,-29.75878,182,15,0.811
"900",23,9903,3,0,"MASSACH",1275,"WEBSTER  D.",0.5138,0.7249,-35.94823,172,16,0.643
"901",23,747,46,0,"MISSISS",1275,"BLACK  J.",-0.051,-0.545,-78.61224,178,42,0.776
"902",23,7501,46,0,"MISSISS",1275,"POINDEXTER",0.362,-0.5592,-49.05754,193,25,0.688
"903",23,658,34,0,"MISSOUR",555,"BENTON  T.",-0.406,-0.0544,-69.60625,186,29,0.708
"904",23,5689,34,0,"MISSOUR",555,"LINN  L.F.",-0.2744,0.1706,-67.57027,196,34,0.856
"905",23,611,4,0,"NEW HAM",1275,"BELL  S.",0.5844,0.1364,-19.5076,125,9,0.831
"906",23,4411,4,0,"NEW HAM",555,"HILL  I.",-0.892,0.186,-39.00721,211,20,0.865
"907",23,3365,12,0,"NEW JER",1275,"FRELINGHUYS",0.458,0.5417,-26.6635,184,12,0.879
"908",23,8752,12,0,"NEW JER",1275,"SOUTHARD",0.5905,0.5036,-22.19038,172,7,0.773
"909",23,9172,13,0,"NEW YOR",555,"TALLMADGE",-0.4805,0.9843,-45.83126,178,21,0.853
"910",23,10398,13,0,"NEW YOR",555,"WRIGHT  S.",-0.6034,0.2237,-29.41135,185,9,0.713
"911",23,5952,47,0,"NORTH C",1275,"MANGUM  W.",0.0311,-0.4387,-58.46627,173,30,0.794
"912",23,1098,47,0,"NORTH C",555,"BROWN  B.",-0.3321,-0.4311,-40.69634,176,19,0.86
"913",23,3041,24,0,"OHIO",1275,"EWING  T.",0.567,0.454,-28.44746,188,12,0.735
"914",23,6716,24,0,"OHIO",555,"MORRIS  T.",-0.217,-0.305,-45.53302,148,25,0.712
"915",23,6286,14,0,"PENNSYL",555,"MCKEAN  S.",-0.049,0.855,-47.93826,141,22,0.75
"916",23,10120,14,0,"PENNSYL",555,"WILKINS  W.",-0.009,0.982,-28.71989,100,14,0.605
"917",23,1186,14,0,"PENNSYL",555,"BUCHANAN",-0.342,0.0985,-34.64873,69,18,0.87
"918",23,7940,5,0,"RHODE I",1275,"ROBBINS  A.",0.5272,0.6597,-27.09465,195,8,0.812
"919",23,5339,5,0,"RHODE I",1275,"KNIGHT  N.",0.4722,0.3878,-35.48611,170,17,0.758
"920",23,7608,48,0,"SOUTH C",44,"PRESTON  W.",0.0678,-0.3639,-48.20966,174,23,0.789
"921",23,1418,48,0,"SOUTH C",44,"CALHOUN  J.",0.0462,-1.053,-40.44817,171,18,0.814
"922",23,3865,54,0,"TENNESS",555,"GRUNDY  F.",-0.4072,-0.0075,-37.09076,180,19,0.704
"923",23,10029,54,0,"TENNESS",555,"WHITE  H.L.",-0.13,-0.1853,-72.17918,206,31,0.72
"924",23,9124,6,0,"VERMONT",1275,"SWIFT  B.",0.447,0.233,-61.76529,188,32,0.79
"925",23,7600,6,0,"VERMONT",1275,"PRENTISS",0.5138,0.2333,-40.30127,171,21,0.747
"926",23,9542,40,0,"VIRGINI",1275,"TYLER  J.",0.1205,-0.7296,-44.58315,153,23,0.765
"927",23,5597,40,0,"VIRGINI",1275,"LEIGH  B.W.",0.2767,-0.6254,-41.26877,154,19,0.663
"928",24,5275,41,0,"ALABAMA",555,"KING  W.",-0.4982,0.049,-158.06717,385,90,0.63
"929",24,6632,41,0,"ALABAMA",1275,"MOORE",0.062,-0.998,-135.73499,294,84,0.754
"930",24,8373,42,0,"ARKANSA",555,"SEVIER",-0.8131,1.0963,-45.73813,162,15,0.827
"931",24,3411,42,0,"ARKANSA",555,"FULTON",-0.7119,0.4598,-33.1354,174,9,0.815
"932",24,9411,1,0,"CONNECT",1275,"TOMLINSON",0.471,0.257,-66.9328,327,32,0.676
"933",24,6931,1,0,"CONNECT",555,"NILES",-0.4707,-0.2308,-139.99799,357,79,0.821
"934",24,1822,11,0,"DELAWAR",1275,"CLAYTON  J.",0.4239,0.9029,-20.33474,103,7,0.813
"935",24,6846,11,0,"DELAWAR",1275,"NAUDAIN",0.696,0.4053,-29.17715,141,6,0.731
"936",24,1825,11,0,"DELAWAR",1275,"CLAYTON  T.",0.3615,-0.0479,-39.09745,125,24,0.778
"937",24,527,11,0,"DELAWAR",1275,"BAYARD",0.1317,0.3101,-42.48973,169,17,0.668
"938",24,5266,44,0,"GEORGIA",555,"KING  J.",-0.226,-0.89,-139.39313,345,67,0.717
"939",24,2284,44,0,"GEORGIA",555,"CUTHBERT",-0.3797,-0.0703,-102.05316,307,48,0.693
"940",24,7983,21,0,"ILLINOI",555,"ROBINSON",-0.9882,0.5735,-138.24675,377,62,0.78
"941",24,3043,21,0,"ILLINOI",555,"EWING",-0.5588,0.8293,-77.14787,310,38,0.683
"942",24,9396,22,0,"INDIANA",555,"TIPTON",-0.2086,0.978,-104.73582,275,53,0.688
"943",24,4320,22,0,"INDIANA",1275,"HENDRICKS",-0.121,0.998,-134.39044,359,58,0.738
"944",24,1810,51,0,"KENTUCK",1275,"CLAY",0.4168,0.9434,-84.40377,278,40,0.712
"945",24,2181,51,0,"KENTUCK",1275,"CRITTENDEN",0.1015,0.8047,-102.14474,301,54,0.658
"946",24,6912,45,0,"LOUISIA",555,"NICHOLAS",-0.3493,0.243,-146.05728,349,70,0.637
"947",24,7530,45,0,"LOUISIA",1275,"PORTER",0.2107,-0.1471,-84.67286,188,44,0.748
"948",24,6770,45,0,"LOUISIA",555,"MOUTON",-0.659,0.202,-18.58406,64,7,0.578
"949",24,8109,2,0,"MAINE",555,"RUGGLES",-0.213,0.461,-170.96642,312,90,0.731
"950",24,8443,2,0,"MAINE",555,"SHEPLEY",-0.568,0.023,-56.1076,179,27,0.758
"951",24,2314,2,0,"MAINE",555,"DANA",-0.437,-0.102,-24.42343,88,11,0.783
"952",24,5194,52,0,"MARYLAN",1275,"KENT",0.3762,0.772,-76.41652,312,43,0.779
"953",24,3655,52,0,"MARYLAN",1275,"GOLDSBOROUG",0.1921,0.2443,-41.42233,166,19,0.685
"954",24,8779,52,0,"MARYLAN",1275,"SPENCE",0.3344,0.7729,-19.32183,51,9,0.847
"955",24,2394,3,0,"MASSACH",1275,"DAVIS",0.6934,0.3525,-51.70833,311,20,0.807
"956",24,9903,3,0,"MASSACH",1275,"WEBSTER",0.5013,0.781,-51.08114,238,22,0.678
"957",24,6977,23,0,"MICHIGA",555,"NORVELL",-0.7459,0.384,-50.12781,129,33,0.754
